FC ,OT ,JC ,E  ,A  ,D  ,I  ,FJ ,IE ,F  ,FA ,B  ,AC , C ,IC ,AH , E ,JF ,EF ,duration,target,age_lastyear,GENDER,HHSIZE,num_kids_lastyear,novehicle,work_income,nonwork_income,total_income
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,32.0,F,5.0,4.0,0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,62.0,M,1.0,0.0,0,0.0,8736.0,8736.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,54.0,F,1.0,0.0,0,0.0,11304.0,11304.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,66.0,M,1.0,0.0,0,0.0,15516.0,15516.0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,1,53.0,F,2.0,0.0,0,0.0,41007.72,41007.72
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,35.0,F,4.0,3.0,0,38303.72,40473.4,78777.12
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,27.0,F,3.0,2.0,0,57681.0,28164.76,85845.76
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,35.0,F,5.0,4.0,0,67594.8,0.0,67594.8
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,44.0,F,3.0,2.0,0,0.0,4104.0,4104.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,23.0,F,2.0,1.0,0,0.0,59033.0,59033.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,59.0,F,1.0,0.0,0,43383.34,0.0,43383.34
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,0,36.0,F,6.0,4.0,0,56329.0,0.0,56329.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,62.0,M,1.0,0.0,0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,54.0,F,1.0,0.0,0,0.0,2520.0,2520.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,39.0,F,3.0,1.0,0,0.0,1932.0,1932.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,1,,,4.0,2.0,0,81889.59999999999,0.0,81889.59999999999
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,35.0,F,4.0,3.0,0,33805.200000000004,9000.0,42805.200000000004
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0,40.0,F,5.0,3.0,0,99550.36,0.0,99550.36
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,34.0,F,3.0,2.0,0,45663.02,28164.76,73827.78
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,45.0,F,4.0,1.0,0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,0,51.0,F,3.0,1.0,0,17758.0,0.0,17758.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,41.0,F,3.0,2.0,0,68372.2,0.0,68372.2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,35.0,F,4.0,3.0,0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,55.0,F,2.0,0.0,0,0.0,15156.0,15156.0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,60.0,F,1.0,0.0,0,0.0,2640.0,2640.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,1,46.0,F,3.0,2.0,0,54774.2,0.0,54774.2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,,,3.0,1.0,0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,48.0,F,6.0,3.0,0,80005.64,0.0,80005.64
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,1,,,4.0,3.0,0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,38.0,F,3.0,1.0,0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,32.0,M,1.0,0.0,0,0.0,12336.0,12336.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,,,1.0,0.0,0,78860.59999999999,10296.0,89156.59999999999
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,,,5.0,4.0,0,85263.88,0.0,85263.88
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,35.0,F,4.0,3.0,0,0.0,0.0,0.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,32.0,F,3.0,2.0,0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,1,34.0,F,5.0,4.0,0,0.0,33797.4,33797.4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,27.0,F,1.0,0.0,0,0.0,0.0,0.0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,,,1.0,0.0,0,3000.0,0.0,3000.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,32.0,F,3.0,2.0,0,0.0,9624.0,9624.0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0,0,28.0,F,2.0,1.0,0,61007.7,4248.0,65255.7
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,40.0,F,4.0,3.0,0,0.0,32671.079999999998,32671.079999999998
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,43.0,M,3.0,2.0,0,56860.96,11184.0,68044.95999999999
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1,30.0,F,2.0,1.0,0,0.0,3864.0,3864.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,,,3.0,1.0,0,47101.86,59258.159999999996,106360.01999999999
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,30.0,F,3.0,2.0,0,80324.92,11412.64,91737.56
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,0,,,6.0,4.0,0,85620.08,7272.0,92892.08
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,,,4.0,2.0,0,0.0,10140.0,10140.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,33.0,F,2.0,0.0,0,0.0,12420.0,12420.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,31.0,F,3.0,2.0,0,0.0,9624.0,9624.0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0,55.0,M,5.0,2.0,0,56342.0,0.0,56342.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,,,2.0,0.0,0,73234.20000000001,0.0,73234.20000000001
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,,,5.0,2.0,0,0.0,1536.0,1536.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,1,44.0,F,4.0,3.0,0,0.0,35256.0,35256.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,57.0,M,3.0,2.0,0,0.0,16272.0,16272.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,,,2.0,1.0,0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,60.0,M,1.0,0.0,0,0.0,16992.0,16992.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,50.0,F,3.0,2.0,0,45073.6,0.0,45073.6
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,,,7.0,3.0,0,90126.40000000001,0.0,90126.40000000001
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0,30.0,F,6.0,4.0,0,30019.6,0.0,30019.6
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,,,1.0,0.0,0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,1,32.0,F,4.0,2.0,0,45224.14,0.0,45224.14
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,36.0,F,1.0,0.0,0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,46.0,M,1.0,0.0,0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,47.0,F,3.0,1.0,0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,36.0,M,3.0,1.0,0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,1,,,3.0,2.0,0,67594.8,6000.0,73594.8
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,31.0,F,5.0,3.0,0,67518.62,0.0,67518.62
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,40.0,F,5.0,3.0,0,40566.24,0.0,40566.24
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,,,3.0,2.0,0,0.0,5400.0,5400.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,35.0,F,3.0,1.0,0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,64.0,F,2.0,1.0,0,0.0,13644.0,13644.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,42.0,F,1.0,0.0,0,0.0,13644.0,13644.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,44.0,F,3.0,1.0,0,19846.58,0.0,19846.58
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,31.0,F,5.0,4.0,0,0.0,8256.0,8256.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0,53.0,F,2.0,1.0,0,0.0,2568.0,2568.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,28.0,F,2.0,1.0,0,0.0,4248.0,4248.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,56.0,M,1.0,0.0,0,0.0,12300.0,12300.0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,52.0,F,1.0,0.0,0,64440.48,0.0,64440.48
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,1,29.0,F,5.0,3.0,0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,46.0,F,4.0,1.0,0,0.0,9132.0,9132.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,1,57.0,F,2.0,0.0,0,9859.98,12528.0,22387.98
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,63.0,M,1.0,0.0,0,19021.08,0.0,19021.08
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,41.0,F,4.0,2.0,0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,46.0,F,1.0,0.0,0,0.0,0.0,0.0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,36.0,F,1.0,0.0,0,0.0,52273.52,52273.52
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,26.0,F,4.0,2.0,0,0.0,6888.0,6888.0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,,,1.0,0.0,0,0.0,2400.0,2400.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,56.0,M,1.0,0.0,0,0.0,2220.0,2220.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1,63.0,F,1.0,0.0,0,0.0,9228.0,9228.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0,30.0,F,4.0,2.0,0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,63.0,M,1.0,0.0,0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,1,45.0,F,1.0,0.0,0,0.0,1848.0,1848.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,44.0,F,5.0,2.0,0,54075.840000000004,5400.0,59475.840000000004
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,56.0,F,2.0,0.0,0,11719.24,10140.0,21859.239999999998
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,30.0,F,4.0,3.0,0,22531.600000000002,8400.0,30931.600000000002
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,41.0,M,1.0,0.0,0,34368.619999999995,0.0,34368.619999999995
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,30.0,F,3.0,2.0,0,0.0,6708.0,6708.0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0,28.0,F,5.0,3.0,0,67594.8,0.0,67594.8
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,46.0,F,2.0,1.0,0,0.0,76151.96,76151.96
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,,,3.0,0.0,0,0.0,22348.92,22348.92
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,46.0,F,2.0,1.0,0,63793.6,0.0,63793.6
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,1,,,4.0,3.0,0,98891.0,0.0,98891.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,47.0,F,3.0,2.0,0,0.0,6708.0,6708.0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0,38.0,F,3.0,1.0,0,0.0,22531.600000000002,22531.600000000002
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,28.0,F,1.0,0.0,0,0.0,4506.32,4506.32
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,47.0,M,2.0,0.0,0,0.0,9900.0,9900.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,60.0,F,1.0,0.0,0,0.0,11616.0,11616.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,0,36.0,F,5.0,3.0,0,0.0,33797.4,33797.4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,28.0,F,2.0,1.0,0,49569.52,0.0,49569.52
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,31.0,F,2.0,1.0,0,0.0,40381.4,40381.4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,55.0,F,1.0,0.0,0,0.0,9828.0,9828.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0,44.0,F,5.0,4.0,0,78860.59999999999,9372.0,88232.59999999999
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,45.0,F,3.0,2.0,0,68241.68,3600.0,71841.68
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,42.0,F,2.0,1.0,0,90126.40000000001,0.0,90126.40000000001
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,0,41.0,F,2.0,0.0,0,21591.96,9624.0,31215.96
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1,,,5.0,2.0,0,50440.26,10536.0,60976.26
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,1,,,3.0,2.0,0,0.0,9168.0,9168.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,,,1.0,0.0,0,90126.40000000001,0.0,90126.40000000001
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,,,4.0,2.0,0,55130.659999999996,0.0,55130.659999999996
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,35.0,F,8.0,6.0,0,0.0,32896.24,32896.24
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,,,2.0,1.0,0,0.0,2136.0,2136.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,30.0,F,2.0,1.0,0,58604.780000000006,0.0,58604.780000000006
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1,,,4.0,2.0,0,48668.36,34603.600000000006,83271.96
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,,,6.0,3.0,0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,,,3.0,0.0,0,90126.40000000001,0.0,90126.40000000001
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,41.0,F,4.0,1.0,0,0.0,0.0,0.0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,1,34.0,F,4.0,3.0,0,79357.72,0.0,79357.72
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0,38.0,F,4.0,1.0,0,73227.96,0.0,73227.96
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,0,,,4.0,2.0,0,54933.58,0.0,54933.58
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,0,37.0,F,4.0,3.0,0,0.0,79987.44,79987.44
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,44.0,F,4.0,0.0,0,90126.40000000001,0.0,90126.40000000001
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,41.0,F,2.0,0.0,0,0.0,10140.0,10140.0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,0,51.0,F,2.0,1.0,0,79700.92,9012.64,88713.56
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1,37.0,F,6.0,4.0,0,0.0,33121.4,33121.4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,54.0,F,3.0,1.0,0,0.0,3864.0,3864.0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0,,,4.0,3.0,0,67594.8,0.0,67594.8
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,,,4.0,1.0,0,0.0,10140.0,10140.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,28.0,F,3.0,2.0,0,0.0,59247.84,59247.84
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,37.0,F,4.0,2.0,0,0.0,39061.92,39061.92
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,1,,,4.0,2.0,0,0.0,0.0,0.0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,1,34.0,F,3.0,2.0,0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,59.0,M,3.0,2.0,0,0.0,18564.96,18564.96
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,47.0,F,4.0,1.0,0,0.0,56329.00000000001,56329.00000000001
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,48.0,F,4.0,2.0,0,67594.8,27488.76,95083.56
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,0,42.0,F,5.0,3.0,0,0.0,2400.0,2400.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,38.0,F,4.0,2.0,0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,45.0,F,4.0,2.0,0,44538.26,33797.4,78335.66
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,35.0,M,5.0,3.0,0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,32.0,M,5.0,3.0,0,27044.160000000003,0.0,27044.160000000003
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,35.0,F,1.0,0.0,0,0.0,13224.0,13224.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1,,,3.0,2.0,0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,32.0,F,5.0,4.0,0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,28.0,F,2.0,1.0,0,21691.8,22982.440000000002,44674.240000000005
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,33.0,F,3.0,2.0,0,32452.940000000002,0.0,32452.940000000002
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,42.0,M,1.0,0.0,0,0.0,3324.0,3324.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,42.0,F,3.0,2.0,0,60849.36,0.0,60849.36
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,32.0,F,3.0,2.0,0,0.0,0.0,0.0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0,,,2.0,1.0,0,67031.64,0.0,67031.64
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,,,3.0,1.0,0,78860.59999999999,0.0,78860.59999999999
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,48.0,F,4.0,1.0,0,24000.0,0.0,24000.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,,,8.0,6.0,0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,50.0,M,3.0,1.0,0,22536.8,13884.0,36420.8
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,1,36.0,F,4.0,2.0,0,75451.48,22531.600000000002,97983.08
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,30.0,F,5.0,3.0,0,0.0,0.0,0.0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,39.0,M,1.0,0.0,0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,28.0,F,3.0,2.0,0,54088.32000000001,22531.600000000002,76619.92000000001
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,0,56.0,F,2.0,0.0,0,0.0,10152.0,10152.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,1,,,2.0,1.0,0,45063.200000000004,2640.0,47703.200000000004
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,1,32.0,F,4.0,2.0,0,78860.59999999999,0.0,78860.59999999999
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,,,4.0,2.0,0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,,,2.0,1.0,0,52609.44,0.0,52609.44
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,1,37.0,F,4.0,2.0,0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,31.0,F,3.0,2.0,0,14085.5,19764.120000000003,33849.62
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,,,4.0,3.0,0,90126.40000000001,0.0,90126.40000000001
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,,,3.0,1.0,0,40566.24,81113.76000000001,121680.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,1,44.0,F,4.0,3.0,0,0.0,0.0,0.0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,27.0,F,3.0,2.0,0,18592.86,0.0,18592.86
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,38.0,F,2.0,1.0,0,45063.200000000004,2400.0,47463.200000000004
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,1,43.0,F,3.0,1.0,0,40732.9,0.0,40732.9
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,46.0,F,3.0,1.0,0,48443.200000000004,0.0,48443.200000000004
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,76.0,M,1.0,0.0,0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,27.0,F,2.0,1.0,0,0.0,3864.0,3864.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,48.0,F,1.0,0.0,0,0.0,2184.0,2184.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,29.0,F,4.0,3.0,0,0.0,1944.0,1944.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,54.0,M,4.0,2.0,0,0.0,11880.0,11880.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,1,,,4.0,2.0,0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1,44.0,F,4.0,0.0,0,32886.36,0.0,32886.36
